accession	accession.version	taxid	gi
GCF900110215	GCF900110215.1	5718	
GCF002844335	GCF002844335.1	1250	
GCA001273385	GCA001273385.1	5442	
GCA002457145	GCA002457145.1	1682	
GCA001717025	GCA001717025.1	2069	
GCA000405225	GCA000405225.1	3049	
GCA000806015	GCA000806015.1	5257	
GCA002457195	GCA002457195.1	4181	
GCA004524515	GCA004524515.1	3664	
GCA900314635	GCA900314635.1	1440	
GCA001717015	GCA001717015.1	5321	
GCF000214415	GCF000214415.1	3430	
GCA002010285	GCA002010285.1	3486	
GCF000235685	GCF000235685.2	4540	
GCA002702985	GCA002702985.1	3015	
GCA002498205	GCA002498205.1	3528	
GCF900115785	GCF900115785.1	5241	
GCA002499705	GCA002499705.1	2983	
GCA000802205	GCA000802205.2	4948	
GCA003663115	GCA003663115.1	5594	
GCF000018485	GCF000018485.1	4794	
GCA900322125	GCA900322125.1	5643	
GCF001889405	GCF001889405.1	1656	
GCA001940655	GCA001940655.1	4518	
GCA001871415	GCA001871415.1	2445	
GCA002689985	GCA002689985.1	3483	
GCA003141855	GCA003141855.1	2477	
GCF003675875	GCF003675875.1	4471	
GCA002495675	GCA002495675.1	3187	
GCA003695435	GCA003695435.1	5487	
GCF001316085	GCF001316085.1	3652	
GCA004347965	GCA004347965.1	1941	
GCA002499785	GCA002499785.1	3418	
GCA000746765	GCA000746765.1	1625	
GCF002214165	GCF002214165.1	4591	
GCA002495885	GCA002495885.1	2171	
GCA002501965	GCA002501965.1	4863	
GCA003162615	GCA003162615.1	1246	
GCF000215995	GCF000215995.1	3412	
GCA006954405	GCA006954405.1	3863	
GCA001516765	GCA001516765.1	2571	
GCF000013725	GCF000013725.1	2935	
GCA002067095	GCA002067095.1	4063	
GCA001766825	GCA001766825.1	2591	
GCA003660975	GCA003660975.1	5813	
GCA002710015	GCA002710015.1	1960	
GCA013331695	GCA013331695.1	1559	
GCF002494345	GCF002494345.1	5116	
GCF000251105	GCF000251105.1	5018	
GCA002501605	GCA002501605.1	1305	
GCA003021005	GCA003021005.1	5037	
GCF000336995	GCF000336995.1	3058	
GCA003345545	GCA003345545.1	4903	
GCA002498315	GCA002498315.1	5387	
GCA002762845	GCA002762845.1	4766	
GCF000015945	GCF000015945.1	4114	
GCA000008085	GCA000008085.1	5722	
GCA003857025	GCA003857025.1	4728	
GCA002505695	GCA002505695.1	755	
GCA002692685	GCA002692685.1	4583	
GCF900100875	GCF900100875.1	2726	
GCA001316265	GCA001316265.1	4431	
GCA002011125	GCA002011125.1	4126	
GCA001872315	GCA001872315.1	2741	
GCA001940755	GCA001940755.1	3108	
GCA001564135	GCA001564135.1	2687	
GCA002254565	GCA002254565.1	3917	
GCA002698225	GCA002698225.1	2574	
GCA002508635	GCA002508635.1	4054	
GCA002502295	GCA002502295.1	3287	
GCA003020945	GCA003020945.1	4469	
GCA002839645	GCA002839645.1	5379	
GCA001875345	GCA001875345.1	3923	
GCA002494895	GCA002494895.1	4433	
GCF003116855	GCF003116855.1	2065	
GCF002287175	GCF002287175.1	2075	
GCA001717035	GCA001717035.1	1825	
GCA001437625	GCA001437625.1	1411	
GCA001564205	GCA001564205.1	2853	
GCA001628485	GCA001628485.1	885	
GCF004087835	GCF004087835.1	5537	
GCF003721435	GCF003721435.1	3272	
GCA001870125	GCA001870125.1	5095	
GCF004118325	GCF004118325.1	4406	
GCA004332335	GCA004332335.1	5153	
GCA002792635	GCA002792635.1	807	
GCA003663345	GCA003663345.1	5586	
GCA000565255	GCA000565255.1	2327	
GCA000416085	GCA000416085.1	3034	
GCA004195525	GCA004195525.1	3672	
GCF000470655	GCF000470655.1	2522	
GCF003610195	GCF003610195.1	4815	
GCA003021785	GCA003021785.1	1890	
GCA900319985	GCA900319985.1	1935	
GCA002067705	GCA002067705.1	5455	
GCF900182635	GCF900182635.1	4284	
GCA002501765	GCA002501765.1	5128	
GCA005877305	GCA005877305.1	2617	
GCF000337355	GCF000337355.1	5146	
GCF003298465	GCF003298465.1	3666	
GCA001543015	GCA001543015.1	5195	
GCA003660925	GCA003660925.1	5137	
GCF000246985	GCF000246985.2	2557	
GCA003315655	GCA003315655.1	3974	
GCA002495945	GCA002495945.1	2179	
GCA001940665	GCA001940665.1	4082	
GCA003661465	GCA003661465.1	5797	
GCA003660905	GCA003660905.1	4191	
GCF001541925	GCF001541925.1	5311	
GCF001280455	GCF001280455.1	717	
GCA002254765	GCA002254765.1	1160	
GCA002898395	GCA002898395.1	4946	
GCF001316045	GCF001316045.1	5182	
GCF000008645	GCF000008645.1	1032	
GCA004347825	GCA004347825.1	2460	
GCA004212095	GCA004212095.1	5494	
GCA002779555	GCA002779555.1	5314	
GCF000148385	GCF000148385.1	2214	
GCF001861355	GCF001861355.1	3966	
GCA002496475	GCA002496475.1	5307	
GCF002077075	GCF002077075.2	1741	
GCA000145985	GCA000145985.1	4274	
GCA003552885	GCA003552885.1	3432	
GCA002254385	GCA002254385.1	2866	
GCA002010925	GCA002010925.1	4484	
GCA002506605	GCA002506605.1	2946	
GCA003019595	GCA003019595.1	1225	
GCA002509665	GCA002509665.1	5492	
GCA003660485	GCA003660485.1	4682	
GCF004944975	GCF004944975.1	5002	
GCA007118975	GCA007118975.1	5325	
GCF002072215	GCF002072215.1	2883	
GCA003022085	GCA003022085.1	5237	
GCA002498365	GCA002498365.1	443	
GCF000263735	GCF000263735.1	5647	
GCF005239435	GCF005239435.1	3480	
GCA002706615	GCA002706615.1	2374	
GCF000513855	GCF000513855.1	1786	
GCA002501655	GCA002501655.1	5186	
GCA002712645	GCA002712645.1	4909	
GCA002825465	GCA002825465.1	3894	
GCA002495205	GCA002495205.1	3688	
GCF000230955	GCF000230955.2	5400	
GCA003650815	GCA003650815.1	1996	
GCF000025685	GCF000025685.1	430	
GCF000226975	GCF000226975.2	1979	
GCA003136075	GCA003136075.1	5549	
GCA002697105	GCA002697105.1	2498	
GCA002495625	GCA002495625.1	2416	
GCA002254885	GCA002254885.1	5809	
GCF002952775	GCF002952775.1	5293	
GCA003663355	GCA003663355.1	3901	
GCA002838935	GCA002838935.1	4488	
GCF000710615	GCF000710615.1	5836	
GCA002172185	GCA002172185.1	2433	
GCA002508425	GCA002508425.1	4045	
GCF004143485	GCF004143485.1	5804	
GCA001875425	GCA001875425.1	3636	
GCA900317865	GCA900317865.1	2623	
GCA001316245	GCA001316245.1	5525	
GCF003841465	GCF003841465.1	5688	
GCA003661365	GCA003661365.1	4147	
GCA002494625	GCA002494625.1	1239	
GCA000496195	GCA000496195.1	4109	
GCF000328685	GCF000328685.1	5714	
GCF000023985	GCF000023985.1	5655	
GCF000337375	GCF000337375.1	3257	
GCF000337775	GCF000337775.1	2607	
GCA013331805	GCA013331805.1	2363	
GCF004217335	GCF004217335.1	3851	
GCF000517445	GCF000517445.1	4555	
GCF000350305	GCF000350305.1	3587	
GCF900215575	GCF900215575.1	3986	
GCA002721085	GCA002721085.1	2922	
GCA005877075	GCA005877075.1	1568	
GCA000303155	GCA000303155.1	3773	
GCA002686525	GCA002686525.1	1070	
GCA002762705	GCA002762705.1	2541	
GCA002254595	GCA002254595.1	5612	
GCA002502685	GCA002502685.1	4500	
GCA003660495	GCA003660495.1	5057	
GCA004347955	GCA004347955.1	4839	
GCF000739595	GCF000739595.1	2580	
GCA002730775	GCA002730775.1	5362	
GCF000025505	GCF000025505.1	5710	
GCA002506825	GCA002506825.1	1606	
GCA000730285	GCA000730285.1	5199	
GCA003651045	GCA003651045.1	4157	
GCA002498455	GCA002498455.1	844	
GCA002490245	GCA002490245.1	2550	
GCA005191425	GCA005191425.1	5664	
GCA002687255	GCA002687255.1	5628	
GCA001593925	GCA001593925.1	1651	
GCA003023195	GCA003023195.1	4761	
GCF000789255	GCF000789255.1	5511	
GCF000145295	GCF000145295.1	4658	
GCA002506365	GCA002506365.1	4077	
GCA003022005	GCA003022005.1	3077	
GCA002506175	GCA002506175.1	5617	
GCA003158115	GCA003158115.1	1060	
GCA002722595	GCA002722595.1	5041	
GCA002505805	GCA002505805.1	5011	
GCA002495225	GCA002495225.1	4086	
GCA004195615	GCA004195615.1	3521	
GCF003173355	GCF003173355.1	3739	
GCA001800825	GCA001800825.1	3765	
GCA002508705	GCA002508705.1	419	
GCF000969885	GCF000969885.1	675	
GCA002708385	GCA002708385.1	5560	
GCA002499445	GCA002499445.1	317	
GCA002839675	GCA002839675.1	4443	
GCA900314695	GCA900314695.1	1052	
GCF000152265	GCF000152265.2	5503	
GCA013329925	GCA013329925.1	2436	
GCF004698125	GCF004698125.1	3145	
GCA001595915	GCA001595915.1	5344	
GCA002687355	GCA002687355.1	2765	
GCA003164755	GCA003164755.1	3503	
GCF004785955	GCF004785955.1	5641	
GCA002494495	GCA002494495.1	329	
GCA003663175	GCA003663175.1	2779	
GCA003649205	GCA003649205.1	4874	
GCA003562145	GCA003562145.1	4693	
GCA013331635	GCA013331635.1	1631	
GCF000243255	GCF000243255.1	5163	
GCA003662205	GCA003662205.1	3876	
GCA001315985	GCA001315985.1	3585	
GCA002505455	GCA002505455.1	1129	
GCA002716085	GCA002716085.1	2055	
GCF000237865	GCF000237865.1	2491	
GCA002506755	GCA002506755.1	2251	
GCF000258515	GCF000258515.1	2937	
GCA000380705	GCA000380705.1	877	
GCA002685855	GCA002685855.1	3810	
GCA001563795	GCA001563795.1	2722	
GCA003194425	GCA003194425.1	2872	
GCA003602635	GCA003602635.1	3392	
GCF001006045	GCF001006045.1	5039	
GCA004028775	GCA004028775.1	5509	
GCA002011215	GCA002011215.1	5430	
GCA002715725	GCA002715725.1	2637	
GCA002503595	GCA002503595.1	5588	
GCA003266165	GCA003266165.1	5165	
GCA002730445	GCA002730445.1	4453	
GCA002763155	GCA002763155.1	3234	
GCA003601695	GCA003601695.1	5727	
GCF000011005	GCF000011005.1	4297	
GCA002731115	GCA002731115.1	3570	
GCA002067485	GCA002067485.1	3360	
GCA003660635	GCA003660635.1	4224	
GCF003431325	GCF003431325.1	4143	
GCF001639295	GCF001639295.1	3897	
GCA003086555	GCA003086555.1	4466	
GCA013331455	GCA013331455.1	3946	
GCF900774055	GCF900774055.1	5346	
GCA002900535	GCA002900535.1	5451	
GCA003551125	GCA003551125.1	4514	
GCA002495685	GCA002495685.1	462	
GCF002787055	GCF002787055.1	3416	
GCA002254805	GCA002254805.1	5651	
GCA002725315	GCA002725315.1	1123	
GCA002687775	GCA002687775.1	5279	
GCA002495845	GCA002495845.1	3044	
GCA002694245	GCA002694245.1	3195	
GCF004799685	GCF004799685.1	2017	
GCA003193815	GCA003193815.1	4163	
GCA002496385	GCA002496385.1	4878	
GCF900880625	GCF900880625.1	3019	
GCA002687935	GCA002687935.1	1874	
GCA002503545	GCA002503545.1	3161	
GCA013331595	GCA013331595.1	4699	
GCA005878995	GCA005878995.1	3143	
GCA005879065	GCA005879065.1	1885	
GCA004212155	GCA004212155.1	4641	
GCA003694805	GCA003694805.1	3544	
GCA001723845	GCA001723845.1	3703	
GCA002688825	GCA002688825.1	4637	
GCA002499525	GCA002499525.1	865	
GCA007117065	GCA007117065.1	4383	
GCA007133845	GCA007133845.1	2927	
GCA002923215	GCA002923215.1	2754	
GCA001316125	GCA001316125.1	3620	
GCA001421175	GCA001421175.1	363	
GCA003056265	GCA003056265.1	3009	
GCA002724775	GCA002724775.1	1761	
GCF900114435	GCF900114435.1	4913	
GCF003173335	GCF003173335.1	3355	
GCA007116915	GCA007116915.1	4505	
GCA001595885	GCA001595885.1	4627	
GCA003551065	GCA003551065.1	4546	
GCF900111935	GCF900111935.1	1867	
GCF003967175	GCF003967175.1	3295	
GCF900696045	GCF900696045.1	3885	
GCF000217995	GCF000217995.1	4195	
GCA001564145	GCA001564145.1	3041	
GCA003663585	GCA003663585.1	3366	
GCF003264935	GCF003264935.1	5513	
GCF002214505	GCF002214505.1	5078	
GCF000016385	GCF000016385.1	5729	
GCA900320955	GCA900320955.1	5785	
GCA001784635	GCA001784635.1	3509	
GCA002686855	GCA002686855.1	3873	
GCA002715545	GCA002715545.1	3578	
GCA001914405	GCA001914405.1	5415	
GCA002504405	GCA002504405.1	4996	
GCF000337495	GCF000337495.1	5707	
GCA003266105	GCA003266105.1	4974	
GCA003661775	GCA003661775.1	4662	
GCF000327505	GCF000327505.1	3558	
GCF000195935	GCF000195935.2	3368	
GCA003661185	GCA003661185.1	4972	
GCF005239175	GCF005239175.1	3120	
GCF000455345	GCF000455345.1	3906	
GCF000376965	GCF000376965.1	1542	
GCA007037025	GCA007037025.1	4122	
GCA002779065	GCA002779065.1	4750	
GCF000970025	GCF000970025.1	1102	
GCA003166335	GCA003166335.1	1381	
GCF002355655	GCF002355655.1	5515	
GCA001629255	GCA001629255.1	1222	
GCA001856825	GCA001856825.1	4401	
GCF001462395	GCF001462395.1	4179	
GCF005543295	GCF005543295.1	3921	
GCF000337095	GCF000337095.1	3476	
GCA005888735	GCA005888735.1	1945	
GCA002841105	GCA002841105.1	5699	
GCF001950595	GCF001950595.1	2003	
GCA002498185	GCA002498185.1	1583	
GCF900110465	GCF900110465.1	3956	
GCF000018305	GCF000018305.1	3819	
GCF004799605	GCF004799605.1	1508	
GCA007128515	GCA007128515.1	5753	
GCA002494725	GCA002494725.1	1720	
GCA003662995	GCA003662995.1	4616	
GCF000744455	GCF000744455.1	5043	
GCA001919285	GCA001919285.1	1981	
GCA001915065	GCA001915065.1	1422	
GCF004114375	GCF004114375.1	4004	
GCA003021725	GCA003021725.1	4742	
GCA003021305	GCA003021305.1	3768	
GCA002495485	GCA002495485.1	5235	
GCA002762735	GCA002762735.1	817	
GCF003697845	GCF003697845.1	4169	
GCF900129775	GCF900129775.1	5051	
GCF002813695	GCF002813695.1	621	
GCA005878515	GCA005878515.1	3972	
GCA001563875	GCA001563875.1	2564	
GCA004376975	GCA004376975.1	4057	
GCA005883075	GCA005883075.1	2612	
GCF004102725	GCF004102725.1	3803	
GCA004524535	GCA004524535.1	4884	
GCA001714685	GCA001714685.2	5519	
GCA002690445	GCA002690445.1	4294	
GCA002496395	GCA002496395.1	3094	
GCA900318035	GCA900318035.1	3911	
GCA002505935	GCA002505935.1	4271	
GCA003266145	GCA003266145.1	5029	
GCA002507175	GCA002507175.1	4882	
GCA004524435	GCA004524435.1	4366	
GCF001485535	GCF001485535.1	3151	
GCA003724275	GCA003724275.1	1765	
GCA003648985	GCA003648985.1	3102	
GCA900065925	GCA900065925.1	3937	
GCA001593875	GCA001593875.1	5725	
GCF900114835	GCF900114835.1	3463	
GCA002699515	GCA002699515.1	5659	
GCA002867475	GCA002867475.1	5671	
GCA005884605	GCA005884605.1	5482	
GCA005888745	GCA005888745.1	5657	
GCA002254665	GCA002254665.1	4048	
GCA002718695	GCA002718695.1	2985	
GCF000970085	GCF000970085.1	1661	
GCA003021175	GCA003021175.1	5716	
GCA003649745	GCA003649745.1	5684	
GCA002502705	GCA002502705.1	5528	
GCF000012285	GCF000012285.1	118	
GCF001462205	GCF001462205.1	4551	
GCA007127385	GCA007127385.1	3232	
GCA002506875	GCA002506875.1	1597	
GCA002499015	GCA002499015.1	3182	
GCA002709705	GCA002709705.1	5383	
GCA001412355	GCA001412355.1	4231	
GCA002067565	GCA002067565.1	4538	
GCA002496955	GCA002496955.1	1862	
GCA002496845	GCA002496845.1	1899	
GCA003978865	GCA003978865.1	4347	
GCA002839705	GCA002839705.1	4159	
GCA005877345	GCA005877345.1	3451	
GCA013331015	GCA013331015.1	3798	
GCF003977755	GCF003977755.1	5621	
GCA002503055	GCA002503055.1	958	
GCF001571405	GCF001571405.1	2876	
GCA003702545	GCA003702545.1	3572	
GCA013331515	GCA013331515.1	3806	
GCA002011075	GCA002011075.1	4260	
GCF000517625	GCF000517625.1	5205	
GCF002286985	GCF002286985.1	4567	
GCA002505685	GCA002505685.1	2577	
GCA005881695	GCA005881695.1	5763	
GCA001563905	GCA001563905.1	4571	
GCA001873845	GCA001873845.1	993	
GCA003694495	GCA003694495.1	5392	
GCF003722075	GCF003722075.1	5335	
GCA003662985	GCA003662985.1	3954	
GCA002762915	GCA002762915.1	3328	
GCA013330385	GCA013330385.1	2773	
GCA003344655	GCA003344655.1	5000	
GCA007036345	GCA007036345.1	5171	
GCA002067035	GCA002067035.1	2072	
GCA003162115	GCA003162115.1	1676	
GCF900110865	GCF900110865.1	5826	
GCA002010195	GCA002010195.1	2239	
GCA002502175	GCA002502175.1	509	
GCF000265525	GCF000265525.1	5653	
GCF004116405	GCF004116405.1	5802	
GCF000023965	GCF000023965.1	1533	
GCA003662325	GCA003662325.1	3662	
GCA002699425	GCA002699425.1	4463	
GCA003649495	GCA003649495.1	2204	
GCA002763115	GCA002763115.1	1335	
GCA001509375	GCA001509375.1	1859	
GCA000402775	GCA000402775.1	4363	
GCF900110535	GCF900110535.1	4812	
GCA002509485	GCA002509485.1	3319	
GCF000336815	GCF000336815.1	1148	
GCA002494975	GCA002494975.1	591	
GCA013330355	GCA013330355.1	3551	
GCA007117455	GCA007117455.1	4389	
GCF000022545	GCF000022545.1	1358	
GCF000691865	GCF000691865.1	5769	
GCA002508315	GCA002508315.1	3193	
GCA002687275	GCA002687275.1	4866	
GCA003151735	GCA003151735.1	5569	
GCA002720115	GCA002720115.1	3692	
GCA003555025	GCA003555025.1	4781	
GCA002010975	GCA002010975.1	4447	
GCA001512375	GCA001512375.1	2157	
GCA002718195	GCA002718195.1	5539	
GCA002011165	GCA002011165.1	2229	
GCF000337795	GCF000337795.1	3153	
GCA003021655	GCA003021655.1	3868	
GCA002498925	GCA002498925.1	563	
GCA002687075	GCA002687075.1	1196	
GCA003162175	GCA003162175.1	153	
GCA002685895	GCA002685895.1	1709	
GCA002502215	GCA002502215.1	1407	
GCA003662645	GCA003662645.1	3856	
GCA002495315	GCA002495315.1	5122	
GCF000337195	GCF000337195.1	5093	
GCF000474235	GCF000474235.1	2176	
GCA003021745	GCA003021745.1	4569	
GCA003022945	GCA003022945.1	4412	
GCA001871595	GCA001871595.1	2468	
GCF002761295	GCF002761295.1	1430	
GCA002506105	GCA002506105.1	855	
GCA002839575	GCA002839575.1	4654	
GCA003020985	GCA003020985.1	5439	
GCF000243315	GCF000243315.1	4106	
GCA002170775	GCA002170775.2	4724	
GCA013329455	GCA013329455.1	5453	
GCA002792115	GCA002792115.1	3185	
GCA002737455	GCA002737455.1	662	
GCA002686215	GCA002686215.1	3779	
GCF006274605	GCF006274605.1	4978	
GCA013331795	GCA013331795.1	1136	
GCA002727695	GCA002727695.1	5701	
GCA002792915	GCA002792915.1	788	
GCA002704515	GCA002704515.1	3638	
GCF003665925	GCF003665925.1	5771	
GCF002727125	GCF002727125.1	4853	
GCA013331925	GCA013331925.1	2198	
GCA003336485	GCA003336485.1	5818	
GCA002457595	GCA002457595.1	4959	
GCF000337035	GCF000337035.1	5446	
GCF002214485	GCF002214485.1	4611	
GCF000230735	GCF000230735.2	2627	
GCA001399795	GCA001399795.1	2126	
GCA002501695	GCA002501695.1	3046	
GCF003856835	GCF003856835.1	2642	
GCA003599055	GCA003599055.1	4893	
GCA002496485	GCA002496485.1	2058	
GCA002689345	GCA002689345.1	3493	
GCF000970325	GCF000970325.1	3564	
GCA002723635	GCA002723635.1	2009	
GCF000336775	GCF000336775.1	1214	
GCF000956175	GCF000956175.1	5175	
GCA003554235	GCA003554235.1	5377	
GCF001593955	GCF001593955.1	5268	
GCF001481685	GCF001481685.1	5490	
GCA004524445	GCA004524445.1	5531	
GCA004377185	GCA004377185.1	5634	
GCA001918765	GCA001918765.1	3088	
GCA006546655	GCA006546655.1	4247	
GCF000243455	GCF000243455.1	5834	
GCF000585495	GCF000585495.1	4414	
GCA003157235	GCA003157235.1	3470	
GCF900079115	GCF900079115.1	402	
GCF002252755	GCF002252755.1	1107	
GCA002897655	GCA002897655.1	4333	
GCA002719815	GCA002719815.1	5083	
GCA002496635	GCA002496635.1	4886	
GCA004375695	GCA004375695.1	3447	
GCF000334895	GCF000334895.1	5327	
GCF000214725	GCF000214725.1	4340	
GCA003694385	GCA003694385.1	5747	
GCA000416005	GCA000416005.1	4890	
GCF000009965	GCF000009965.1	2746	
GCF002572525	GCF002572525.1	3208	
GCA004375715	GCA004375715.1	4629	
GCA002727675	GCA002727675.1	2389	
GCA001918745	GCA001918745.1	2045	
GCF000337415	GCF000337415.1	5211	
GCA002729095	GCA002729095.1	943	
GCA005888695	GCA005888695.1	4613	
GCA002688925	GCA002688925.1	4715	
GCF000336915	GCF000336915.1	4819	
GCF000015765	GCF000015765.1	4746	
GCA002722615	GCA002722615.1	1274	
GCF005576615	GCF005576615.1	4201	
GCA004524425	GCA004524425.1	3618	
GCF001639265	GCF001639265.1	5264	
GCA003650975	GCA003650975.1	3744	
GCA002692465	GCA002692465.1	4030	
GCA002726845	GCA002726845.1	4441	
GCF000015145	GCF000015145.1	4381	
GCA005191415	GCA005191415.1	5822	
GCF000970045	GCF000970045.1	5565	
GCA003023165	GCA003023165.1	2281	
GCF900110455	GCF900110455.1	2182	
GCA003695745	GCA003695745.1	4966	
GCA002496905	GCA002496905.1	2707	
GCA002506425	GCA002506425.1	837	
GCA003021045	GCA003021045.1	3676	
GCA001775955	GCA001775955.1	5339	
GCA002686355	GCA002686355.1	3123	
GCA001315925	GCA001315925.1	3325	
GCF000337535	GCF000337535.1	4620	
GCF002243045	GCF002243045.1	3796	
GCA002728565	GCA002728565.1	4111	
GCF001542905	GCF001542905.1	4848	
GCA005877225	GCA005877225.1	1753	
GCF000955905	GCF000955905.1	4955	
GCF000253055	GCF000253055.1	5197	
GCF000308215	GCF000308215.1	4735	
GCA002726275	GCA002726275.1	5755	
GCA002713585	GCA002713585.1	1300	
GCA002011395	GCA002011395.1	5543	
GCF003697815	GCF003697815.1	4328	
GCA002494885	GCA002494885.1	4228	
GCA000234805	GCA000234805.1	4408	
GCA002011355	GCA002011355.1	5426	
GCF900114455	GCF900114455.1	2319	
GCF900156425	GCF900156425.1	3051	
GCF000144915	GCF000144915.1	3853	
GCA003553825	GCA003553825.1	5099	
GCA003661975	GCA003661975.1	4963	
GCA002498385	GCA002498385.1	234	
GCA002697065	GCA002697065.1	4187	
GCA002503045	GCA002503045.1	3149	
GCA004195635	GCA004195635.1	4851	
GCF900095815	GCF900095815.1	3203	
GCA013331945	GCA013331945.1	1374	
GCA002685315	GCA002685315.1	4496	
GCA002696315	GCA002696315.1	2664	
GCA003561665	GCA003561665.1	3994	
GCA003176995	GCA003176995.1	3129	
GCA002877855	GCA002877855.1	4757	
GCA013329165	GCA013329165.1	2184	
GCA003551675	GCA003551675.1	2809	
GCA002722735	GCA002722735.1	1480	
GCA002710205	GCA002710205.1	3887	
GCF005435165	GCF005435165.1	4139	
GCA003838065	GCA003838065.1	2334	
GCA002788515	GCA002788515.1	5806	
GCA013330215	GCA013330215.1	2654	
GCA002498845	GCA002498845.1	280	
GCA003550345	GCA003550345.1	5316	
GCA900314605	GCA900314605.1	1324	
GCA003021285	GCA003021285.1	3726	
GCA002723045	GCA002723045.1	3456	
GCA003650625	GCA003650625.1	5213	
GCA000204585	GCA000204585.1	2206	
GCA002505525	GCA002505525.1	5023	
GCA000200715	GCA000200715.1	3935	
GCA002255135	GCA002255135.1	5142	
GCA001761425	GCA001761425.1	4378	
GCA013331225	GCA013331225.1	1805	
GCA002762865	GCA002762865.1	1461	
GCF001477655	GCF001477655.1	3330	
GCA001871535	GCA001871535.1	1716	
GCF000379085	GCF000379085.1	4953	
GCF001953745	GCF001953745.1	3829	
GCA003662765	GCA003662765.1	2650	
GCA003551725	GCA003551725.1	5220	
GCF000018365	GCF000018365.1	3394	
GCA013330915	GCA013330915.1	1364	
GCA001189275	GCA001189275.1	3323	
GCF000337895	GCF000337895.1	2929	
GCA005878665	GCA005878665.1	4286	
GCA000494185	GCA000494185.1	2369	
GCF000690595	GCF000690595.1	5118	
GCA003649515	GCA003649515.1	2001	
GCA001940725	GCA001940725.1	4665	
GCF005049285	GCF005049285.1	4150	
GCA003662515	GCA003662515.1	2858	
GCA005878525	GCA005878525.1	4548	
GCF001625445	GCF001625445.1	3597	
GCA003023405	GCA003023405.1	4796	
GCA000014945	GCA000014945.1	5158	
GCA002779595	GCA002779595.1	2510	
GCA002728035	GCA002728035.1	2839	
GCA002509225	GCA002509225.1	4268	
GCA002763225	GCA002763225.1	3730	
GCA007116295	GCA007116295.1	4385	
GCA900314615	GCA900314615.1	3931	
GCF000632495	GCF000632495.1	5444	
GCA002067865	GCA002067865.1	5591	
GCF000015225	GCF000015225.1	5207	
GCA003838185	GCA003838185.1	1772	
GCF003605635	GCF003605635.1	4830	
GCA001399805	GCA001399805.1	3997	
GCA003554465	GCA003554465.1	4393	
GCA001875365	GCA001875365.1	4733	
GCA000484935	GCA000484935.1	1947	
GCA001889985	GCA001889985.1	629	
